model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Petrol
 Edge,2019,31995,8772,37.2,2.0,1,0,0,1,0,0,0
 Fiesta,2019,10295,16457,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2013,7795,30641,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14495,6221,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2019,13495,5338,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14995,9139,58.9,1.0,0,1,0,0,0,0,1
 Focus,2015,9495,22439,60.1,1.0,0,1,0,0,0,0,1
 C-MAX,2017,12495,11319,55.4,1.0,0,1,0,0,0,0,1
 Kuga,2018,16495,30004,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2017,12995,12499,64.2,1.1,0,1,0,0,0,0,1
 EcoSport,2016,9495,19511,53.3,1.0,0,1,0,0,0,0,1
 EcoSport,2017,7995,55946,64.2,1.5,0,1,0,1,0,0,0
 Focus,2017,15800,38571,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2020,15500,2462,58.9,1.0,0,1,0,0,0,0,1
 Focus,2017,15750,36980,41.5,2.0,0,1,0,0,0,0,1
 Kuga,2015,10000,42602,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2015,6498,30774,54.3,1.2,0,1,0,0,0,0,1
 Focus,2013,5998,41035,58.9,1.0,0,1,0,0,0,0,1
 EcoSport,2014,9000,10225,53.3,1.0,0,1,0,0,0,0,1
 Focus,2017,12000,13756,51.4,1.0,0,0,1,0,0,0,1
 B-MAX,2014,6799,33000,70.6,1.6,0,1,0,1,0,0,0
 Fiesta,2017,8995,8761,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2017,10565,6008,68.9,1.5,0,1,0,1,0,0,0
 Focus,2017,10300,27871,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8900,13928,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,12250,46929,64.2,1.5,0,1,0,1,0,0,0
 Kuga,2016,12800,24470,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2015,7200,31691,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,6500,41193,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,10995,24006,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2019,23995,3268,39.2,1.5,0,1,0,0,0,0,1
 Fiesta,2018,11495,14850,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,16995,1958,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8595,17072,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,8900,44876,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,11750,19371,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14900,10971,55.4,1.0,0,1,0,0,0,0,1
 Galaxy,2017,18250,39536,56.5,2.0,0,1,0,1,0,0,0
 Fiesta,2019,14500,10603,55.4,1.0,0,1,0,0,0,0,1
 EcoSport,2019,17600,2014,45.6,1.0,0,0,1,0,0,0,1
 Fiesta,2017,9000,23804,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9995,28021,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10795,18086,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2017,11995,5111,55.4,1.0,0,1,0,0,0,0,1
 Focus,2018,11495,10738,61.4,1.0,0,1,0,0,0,0,1
 Focus,2018,14500,18771,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,10995,22511,60.1,1.0,0,1,0,0,0,0,1
 Focus,2015,8295,59451,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11495,10806,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11495,38517,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,16795,20385,67.3,2.0,0,1,0,1,0,0,0
 Kuga,2017,13900,39237,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2019,26000,3350,42.2,2.0,0,0,1,1,0,0,0
 Focus,2016,10900,33467,46.3,1.5,1,0,0,0,0,0,1
 Focus,2018,11995,15984,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2014,8495,25177,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7995,23050,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,13295,7359,57.7,1.0,0,1,0,0,0,0,1
 Focus,2018,17995,21443,41.5,2.0,0,1,0,0,0,0,1
 C-MAX,2016,10295,29992,55.4,1.0,0,1,0,0,0,0,1
 Focus,2017,11750,12200,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7984,13996,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,9994,1599,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8997,26150,65.7,1.0,0,1,0,0,0,0,1
 Focus,2013,6495,58110,67.3,1.6,0,1,0,1,0,0,0
 Puma,2019,22000,578,50.4,1.0,0,1,0,0,0,0,1
 Focus,2018,13900,16071,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10500,21002,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,12500,12900,61.4,1.0,0,1,0,0,0,0,1
 Focus,2018,15500,17210,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12200,12202,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2019,15000,9868,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8000,26323,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9500,10109,64.2,1.1,0,1,0,0,0,0,1
 Kuga,2020,32000,10,201.8,2.5,1,0,0,0,0,1,0
 Fiesta,2019,12700,8572,58.9,1.5,0,1,0,1,0,0,0
 Ka+,2017,7100,18681,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,11000,20816,88.3,1.5,0,1,0,1,0,0,0
 EcoSport,2016,9300,14282,64.2,1.5,0,1,0,1,0,0,0
 Focus,2016,8440,53530,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,16107,2750,51.4,1.0,1,0,0,0,0,0,1
 Fiesta,2018,11200,18600,56.5,1.0,0,1,0,0,0,0,1
 Focus,2016,9640,24920,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,10390,34240,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8295,12647,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10995,27889,60.1,1.0,0,1,0,0,0,0,1
 Focus,2013,11990,47729,39.2,2.0,0,1,0,0,0,0,1
 Fiesta,2018,10900,17637,64.2,1.1,0,1,0,0,0,0,1
 Focus,2019,16800,12750,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,14500,10790,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,16700,14310,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,32023,65.7,1.0,0,1,0,0,0,0,1
 Focus,2020,22000,50,48.7,1.0,0,1,0,0,0,0,1
 Fiesta,2020,17500,20,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10700,7579,64.2,1.1,0,1,0,0,0,0,1
 Focus,2018,18700,16952,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,11900,26873,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11000,24220,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8262,31003,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,21300,56.5,1.0,0,1,0,0,0,0,1
 Focus,2019,15240,13206,80.7,1.5,0,1,0,1,0,0,0
 Focus,2018,13610,10490,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,27401,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6500,32930,54.3,1.2,0,1,0,0,0,0,1
 Focus,2014,7038,57960,57.7,2.0,0,1,0,1,0,0,0
 Fiesta,2017,11000,13305,57.7,1.0,0,0,1,0,0,0,1
 Fiesta,2014,9200,13462,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,20000,6329,35.3,1.5,0,1,0,0,0,0,1
 Fiesta,2018,12000,15011,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15000,5323,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15250,15695,48.7,1.0,0,0,1,0,0,0,1
 Focus,2014,6500,45073,58.9,1.0,0,1,0,0,0,0,1
 Puma,2019,20000,470,51.4,1.0,0,1,0,0,0,0,1
 Puma,2019,20000,1085,51.4,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7250,36620,65.7,1.0,0,1,0,0,0,0,1
 Focus,2014,6926,40360,58.9,1.0,0,1,0,0,0,0,1
 C-MAX,2016,10657,4930,64.2,1.5,1,0,0,1,0,0,0
 Kuga,2017,14980,14590,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2015,8109,23980,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9990,40220,56.5,1.0,0,1,0,0,0,0,1
 Focus,2016,10600,22430,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7100,22980,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10990,17980,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2014,6722,64430,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,19500,1059,49.6,1.0,0,1,0,0,0,0,1
 Focus,2017,10680,22040,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11500,10980,56.5,1.0,0,1,0,0,0,0,1
 Focus,2018,13595,6380,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,27380,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9700,23830,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2016,9600,8690,44.1,1.6,0,0,1,0,0,0,1
 KA,2014,4340,40770,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,9660,21430,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8800,11360,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10160,9440,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2016,6590,57090,70.6,1.6,0,1,0,1,0,0,0
 Fiesta,2014,6200,37960,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,8620,42610,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,10400,21060,74.3,1.5,0,1,0,1,0,0,0
 Focus,2016,8700,40580,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,11110,24480,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2017,9390,25710,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8130,30610,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,6970,54790,88.3,1.5,0,1,0,1,0,0,0
 EcoSport,2019,16497,8420,44.1,1.0,0,0,1,0,0,0,1
 Fiesta,2015,6950,20060,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,11440,5890,54.3,1.0,0,0,1,0,0,0,1
 Focus,2016,8125,46480,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9700,20800,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9700,25460,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10360,22620,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9990,26610,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10100,26830,65.7,1.0,0,1,0,0,0,0,1
 Focus,2013,6191,78290,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2017,8290,26030,78.5,1.5,0,1,0,1,0,0,0
 Focus,2017,11495,16700,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,20995,12000,39.2,2.0,0,1,0,1,0,0,0
 Ka+,2017,7595,9714,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,9695,15500,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,20995,12000,39.2,2.0,0,1,0,1,0,0,0
 Ka+,2018,6950,27760,57.7,1.2,0,1,0,0,0,0,1
 Focus,2017,11000,27980,74.3,1.5,0,1,0,1,0,0,0
 Focus,2017,9750,22850,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7300,15700,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,6630,58740,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,19500,1428,54.3,1.5,0,1,0,1,0,0,0
 Galaxy,2016,22000,40874,35.8,2.0,1,0,0,0,0,0,1
 Fiesta,2018,12000,1786,50.4,1.0,0,0,1,0,0,0,1
 Fiesta,2019,11500,16302,55.4,1.5,0,1,0,1,0,0,0
 Kuga,2018,17500,12125,54.3,1.5,0,1,0,1,0,0,0
 Focus,2017,10500,21967,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,13500,8863,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2016,7550,45000,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11500,13340,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,23050,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,20830,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11200,16960,56.5,1.0,0,1,0,0,0,0,1
 Focus,2018,12550,28230,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,22200,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,11680,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,13480,56.5,1.0,0,1,0,0,0,0,1
 Ka+,2018,8995,6000,47.9,1.2,0,1,0,0,0,0,1
 Fiesta,2017,8730,18041,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,7490,16826,54.3,1.2,0,1,0,0,0,0,1
 Focus,2018,13300,7871,57.7,1.0,0,1,0,0,0,0,1
 Focus,2015,10495,18230,67.3,1.5,0,0,1,1,0,0,0
 Fiesta,2015,9995,14500,65.7,1.0,0,1,0,0,0,0,1
 Focus,2016,8995,37000,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2019,15995,4000,55.4,1.0,0,1,0,0,0,0,1
 Kuga,2017,13995,30000,60.1,2.0,0,1,0,1,0,0,0
 Focus,2018,11100,19841,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2017,19995,24458,54.3,2.0,0,0,1,1,0,0,0
 C-MAX,2015,7500,37946,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2017,15999,11560,38.2,1.5,1,0,0,0,0,0,1
 C-MAX,2013,5995,66936,62.8,1.6,0,1,0,1,0,0,0
 Focus,2016,9280,12500,51.4,1.0,0,0,1,0,0,0,1
 Kuga,2018,13500,49835,54.3,2.0,0,0,1,1,0,0,0
 Fiesta,2019,14995,15,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,14995,19721,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10600,21090,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10695,10000,65.7,1.0,0,1,0,0,0,0,1
 Focus,2014,7495,25750,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10995,9000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8995,30000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11295,15000,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,18995,16250,35.3,1.5,0,1,0,0,0,0,1
 Kuga,2019,19495,10500,38.2,2.0,0,1,0,1,0,0,0
 EcoSport,2019,16495,3200,45.6,1.0,1,0,0,0,0,0,1
 Focus,2019,18995,1800,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8995,32000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8995,7501,78.5,1.5,0,1,0,1,0,0,0
 C-MAX,2016,9690,9763,68.9,1.5,0,1,0,1,0,0,0
 EcoSport,2017,8990,34000,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8990,5590,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2013,5975,22230,54.3,1.2,0,1,0,0,0,0,1
 Focus,2015,7150,44670,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,13870,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2014,7930,25259,65.7,1.0,0,1,0,0,0,0,1
 Edge,2017,19395,39000,48.7,2.0,0,0,1,1,0,0,0
 Kuga,2019,18695,12000,39.2,1.5,0,1,0,0,0,0,1
 Fiesta,2017,9995,24750,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2013,5195,60903,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14595,3902,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9495,6999,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14495,8750,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2015,5495,41000,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,7750,19705,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2019,12995,3238,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12900,33399,54.3,1.0,0,0,1,0,0,0,1
 Kuga,2018,19900,4205,39.2,1.5,0,1,0,0,0,0,1
 EcoSport,2018,14500,10012,54.3,1.0,0,1,0,0,0,0,1
 Focus,2018,20500,7305,41.5,2.0,0,1,0,0,0,0,1
 Focus,2016,17900,20096,41.5,2.0,0,1,0,0,0,0,1
 Kuga,2019,20700,11337,35.3,1.5,0,1,0,0,0,0,1
 Focus,2017,12500,33820,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,19500,1555,64.2,2.0,1,0,0,1,0,0,0
 Fiesta,2018,10995,13659,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,10895,16322,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2018,14485,16326,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10795,27107,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,17995,14569,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2015,6895,42433,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2017,10295,22608,78.5,1.5,0,1,0,1,0,0,0
 Focus,2018,11495,17468,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,13265,19550,57.7,1.0,0,1,0,0,0,0,1
 Ka+,2018,8695,7379,47.9,1.2,0,1,0,0,0,0,1
 Fiesta,2016,9750,16804,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2019,19595,14294,39.2,1.5,0,1,0,0,0,0,1
 B-MAX,2013,6995,31472,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,7200,11010,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9790,9420,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10790,15882,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8568,24490,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11500,12930,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11420,20673,58.9,1.5,0,1,0,1,0,0,0
 Fiesta,2018,9627,25940,56.5,1.0,0,1,0,0,0,0,1
 Focus,2015,10270,18653,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,7400,24000,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2016,8250,25300,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11995,11981,65.7,1.0,0,1,0,0,0,0,1
 Edge,2018,22795,12815,48.7,2.0,0,0,1,1,0,0,0
 Focus,2018,12295,17139,57.7,1.0,0,1,0,0,0,0,1
 Focus,2015,7495,56329,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11795,8015,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8295,35119,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,13995,13520,57.7,1.0,0,1,0,0,0,0,1
 Focus,2017,8895,29984,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10795,11735,57.7,1.0,0,0,1,0,0,0,1
 Fiesta,2017,9500,12154,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,17000,8122,44.1,1.0,0,0,1,0,0,0,1
 EcoSport,2018,14500,9000,54.3,1.0,0,1,0,0,0,0,1
 Kuga,2018,16900,32155,60.1,2.0,0,1,0,1,0,0,0
 Focus,2017,12000,28672,60.1,1.0,0,1,0,0,0,0,1
 Focus,2017,13500,16856,51.4,1.0,0,0,1,0,0,0,1
 Focus,2017,19500,9342,41.5,2.0,0,1,0,0,0,0,1
 Focus,2019,16107,2750,51.4,1.0,1,0,0,0,0,0,1
 Fiesta,2017,9263,37131,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,15140,14581,80.7,1.5,0,1,0,1,0,0,0
 Focus,2017,8700,45450,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,9060,17193,78.5,1.5,0,1,0,1,0,0,0
 Galaxy,2017,18990,20540,56.5,2.0,0,1,0,1,0,0,0
 Fiesta,2016,8225,28850,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,6600,41900,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,7995,31563,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,14995,6623,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,21000,6008,35.3,1.5,0,1,0,0,0,0,1
 EcoSport,2019,17900,2565,45.6,1.0,0,0,1,0,0,0,1
 Fiesta,2017,10000,16097,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10650,18556,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9500,34740,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15995,10219,55.4,1.0,0,1,0,0,0,0,1
 Focus,2019,16495,7045,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2018,15500,4287,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7500,45162,54.3,1.2,0,1,0,0,0,0,1
 Focus,2019,17990,10318,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,12500,4798,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2017,7200,20190,57.7,1.2,0,1,0,0,0,0,1
 Focus,2017,11817,12582,51.4,1.0,0,0,1,0,0,0,1
 Fiesta,2018,13589,4446,62.8,1.0,0,1,0,0,0,0,1
 Kuga,2019,21500,5071,39.2,2.0,0,1,0,1,0,0,0
 Focus,2017,11728,9340,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2016,10328,25650,58.9,2.0,0,0,1,1,0,0,0
 Mustang,2019,38000,1780,22.1,5.0,0,0,1,0,0,0,1
 Kuga,2018,16000,8483,60.1,2.0,0,1,0,1,0,0,0
 Focus,2019,17200,3608,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,23551,3500,37.7,2.0,0,1,0,1,0,0,0
 B-MAX,2017,9500,11708,57.7,1.0,0,1,0,0,0,0,1
 C-MAX,2016,10500,16072,68.9,1.5,0,1,0,1,0,0,0
 Puma,2020,24500,384,49.6,1.0,0,1,0,0,0,0,1
 Kuga,2017,14700,9185,60.1,2.0,0,1,0,1,0,0,0
 Ka+,2017,7500,14272,57.7,1.2,0,1,0,0,0,0,1
 Edge,2017,17000,45386,48.7,2.0,0,1,0,1,0,0,0
 EcoSport,2017,8600,42727,52.3,1.0,0,1,0,0,0,0,1
 Focus,2019,15750,5155,80.7,1.5,0,1,0,1,0,0,0
 Kuga,2019,18500,1956,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2019,12500,6288,58.9,1.5,0,1,0,1,0,0,0
 Focus,2018,18800,5087,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2019,10766,1458,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2019,12550,3327,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15000,6090,60.1,1.0,0,1,0,0,0,0,1
 Puma,2019,21200,10,50.4,1.0,0,1,0,0,0,0,1
 Fiesta,2016,10900,4110,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2019,17900,2565,45.6,1.0,0,0,1,0,0,0,1
 Fiesta,2018,12500,9131,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,13500,12929,51.4,1.5,0,1,0,0,0,0,1
 Focus,2017,11900,21791,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9000,18903,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12900,14806,62.8,1.0,0,1,0,0,0,0,1
 Focus,2019,19900,942,51.4,1.0,1,0,0,0,0,0,1
 Fiesta,2018,11250,8500,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12450,17600,61.4,1.0,0,1,0,0,0,0,1
 Ka+,2018,7995,3569,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2016,7511,21751,54.3,1.2,0,1,0,0,0,0,1
 Focus,2015,9495,13886,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,16958,24399,41.5,2.0,0,1,0,0,0,0,1
 Focus,2019,16230,4924,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9916,10868,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14300,6240,55.4,1.0,0,1,0,0,0,0,1
 Galaxy,2016,19900,33584,56.5,2.0,0,1,0,1,0,0,0
 Kuga,2019,18600,4343,34.4,1.5,0,1,0,0,0,0,1
 Fiesta,2016,8000,45375,78.5,1.5,0,1,0,1,0,0,0
 Kuga,2018,15991,10924,39.2,1.5,0,1,0,0,0,0,1
 Fiesta,2017,10291,22437,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8000,11521,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2017,9491,32614,68.9,1.5,0,1,0,1,0,0,0
 B-MAX,2017,9900,33766,56.5,1.0,0,1,0,0,0,0,1
 Focus,2019,18990,16496,51.4,1.5,0,1,0,0,0,0,1
 EcoSport,2018,12900,7050,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8900,13029,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11000,14321,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9900,29626,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,13900,12892,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2017,9500,14628,65.7,1.0,0,1,0,0,0,0,1
 Focus,2018,20900,12307,41.5,2.0,0,1,0,0,0,0,1
 EcoSport,2019,17448,3260,51.4,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8600,16682,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10300,7635,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,15500,8580,58.9,1.0,0,1,0,0,0,0,1
 Kuga,2019,18992,1300,38.2,2.0,0,1,0,1,0,0,0
 Fiesta,2018,9775,14392,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2017,10848,15000,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16250,20708,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,10900,18180,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13700,16079,61.4,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10800,21287,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13500,5159,62.8,1.0,0,1,0,0,0,0,1
 EcoSport,2017,12200,18868,52.3,1.0,0,1,0,0,0,0,1
 Focus,2018,13500,11000,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,13000,6000,54.3,1.0,0,0,1,0,0,0,1
 Kuga,2019,23700,5345,37.7,2.0,0,1,0,1,0,0,0
 Fiesta,2019,20500,3000,40.3,1.5,0,1,0,0,0,0,1
 Focus,2019,17900,6690,51.4,1.5,0,1,0,0,0,0,1
 Focus,2019,17300,3332,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,18800,5828,60.1,1.0,0,1,0,0,0,0,1
