model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Petrol
 EcoSport,2016,8995,32918,64.2,1.5,0,1,0,1,0,0,0
 Fiesta,2018,11995,15329,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,12495,35027,60.1,1.0,0,1,0,0,0,0,1
 Focus,2018,16495,34207,54.3,2.0,0,1,0,1,0,0,0
 C-MAX,2018,11995,7123,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2017,10495,15704,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16495,19278,54.3,2.0,1,0,0,1,0,0,0
 Fiesta,2018,12995,24029,54.3,1.0,1,0,0,0,0,0,1
 EcoSport,2017,10495,20772,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8995,23267,64.2,1.1,0,1,0,0,0,0,1
 Focus,2017,11995,22167,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2017,10495,34075,44.8,1.5,1,0,0,0,0,0,1
 Kuga,2018,18995,8587,47.9,2.0,0,1,0,1,0,0,0
 Kuga,2018,17995,18257,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2017,16299,45771,54.3,2.0,1,0,0,1,0,0,0
 Fiesta,2015,7499,31000,54.3,1.2,0,1,0,0,0,0,1
 C-MAX,2017,8699,41804,44.1,1.6,0,1,0,0,0,0,1
 Focus,2017,10999,32133,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,7499,27775,54.3,1.2,0,1,0,0,0,0,1
 Focus,2015,13000,46007,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,10799,20748,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,9450,33000,52.3,1.0,0,1,0,0,0,0,1
 Kuga,2015,13495,37000,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2013,7750,25000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2011,4495,62000,48.7,1.4,0,1,0,0,0,0,1
 Focus,2013,6480,49000,67.3,1.6,0,1,0,1,0,0,0
 Focus,2017,10999,37000,60.1,1.0,0,1,0,0,0,0,1
 KA,2010,2999,38000,55.4,1.2,0,1,0,0,0,0,1
 Focus,2008,1290,137000,54.3,1.8,0,1,0,1,0,0,0
 Kuga,2015,14499,36523,54.3,2.0,0,1,0,1,0,0,0
 Focus,2016,15900,19488,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2018,10770,17202,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9680,37960,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9900,32950,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,16000,27451,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2018,19999,20260,38.2,1.5,1,0,0,0,0,0,1
 Fiesta,2015,7350,66445,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8650,29022,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9099,11900,55.4,1.1,0,1,0,0,0,0,1
 Fiesta,2017,7599,14226,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10495,26460,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,13995,9515,54.3,1.0,0,1,0,0,0,0,1
 Ka+,2018,9995,5622,47.9,1.2,0,1,0,0,0,0,1
 B-MAX,2014,6995,27000,47.1,1.4,0,1,0,0,0,0,1
 B-MAX,2014,5995,61000,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9750,22000,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2019,9995,2367,47.9,1.2,0,1,0,0,0,0,1
 KA,2014,5295,29695,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,12495,32163,47.9,1.6,0,1,0,0,0,0,1
 EcoSport,2017,10995,9532,52.3,1.0,0,1,0,0,0,0,1
 Focus,2018,13995,16063,60.1,1.0,0,1,0,0,0,0,1
 B-MAX,2013,6250,25000,44.1,1.6,1,0,0,0,0,0,1
 EcoSport,2019,15995,5000,53.3,1.0,0,1,0,0,0,0,1
 Focus,2017,10750,34000,60.1,1.0,0,1,0,0,0,0,1
 Kuga,2019,19495,6000,38.2,2.0,0,1,0,1,0,0,0
 Focus,2013,6250,44000,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9495,18000,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2012,5995,49000,42.8,1.6,0,1,0,0,0,0,1
 Fiesta,2016,9495,27000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11750,13000,65.7,1.0,0,1,0,0,0,0,1
 Ka+,2019,10995,400,43.5,1.2,0,1,0,0,0,0,1
 C-MAX,2011,4495,89000,61.4,1.6,0,1,0,1,0,0,0
 Focus,2019,17995,2000,49.6,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11995,10000,57.7,1.0,1,0,0,0,0,0,1
 Fiesta,2007,1400,63000,47.1,1.2,0,1,0,0,0,0,1
 Kuga,2017,16795,17415,60.1,2.0,0,1,0,1,0,0,0
 C-MAX,2017,12995,21522,64.2,2.0,0,1,0,1,0,0,0
 Focus,2019,17495,5225,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,8895,14037,54.3,1.2,0,1,0,0,0,0,1
 Focus,2015,8499,51879,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2018,15490,8817,45.6,1.0,1,0,0,0,0,0,1
 EcoSport,2017,9980,21893,52.3,1.0,0,1,0,0,0,0,1
 Focus,2016,7880,71661,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2013,9990,58018,53.3,2.0,0,1,0,1,0,0,0
 EcoSport,2017,8995,42462,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10495,24914,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11995,23516,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2016,7495,33383,54.3,1.2,0,1,0,0,0,0,1
 Focus,2017,15495,32294,67.3,2.0,0,1,0,1,0,0,0
 Ka+,2017,6995,43345,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,9995,7497,57.7,1.0,1,0,0,0,0,0,1
 Fiesta,2018,9995,12873,64.2,1.1,0,1,0,0,0,0,1
 Fiesta,2014,7495,26665,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,5850,66115,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2016,9950,23940,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2017,11750,23782,47.9,1.6,0,1,0,0,0,0,1
 Focus,2018,11750,11829,57.7,1.0,0,1,0,0,0,0,1
 Focus,2005,1475,88746,36.7,1.6,1,0,0,0,0,0,1
 Focus,2017,16950,17856,41.5,2.0,0,1,0,0,0,0,1
 Focus,2014,4990,91938,67.3,1.6,0,1,0,1,0,0,0
 Kuga,2014,11350,40219,36.7,1.6,1,0,0,0,0,0,1
 Ka+,2019,11250,2418,43.5,1.2,0,1,0,0,0,0,1
 Focus,2015,7295,83823,74.3,1.5,0,1,0,1,0,0,0
 EcoSport,2017,9395,41702,52.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9800,27196,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8200,21718,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8795,21091,47.9,1.6,0,0,1,0,0,0,1
 Focus,2019,15995,11900,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9495,8563,64.2,1.1,0,1,0,0,0,0,1
 B-MAX,2015,6995,33767,47.1,1.4,0,1,0,0,0,0,1
 Edge,2018,25995,11170,47.9,2.0,1,0,0,1,0,0,0
 Fiesta,2017,9995,9148,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10495,16275,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,12495,12012,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11995,13832,65.7,1.0,0,1,0,0,0,0,1
 EcoSport,2017,10495,31045,44.8,1.5,0,1,0,0,0,0,1
 EcoSport,2019,14995,14145,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2016,9495,28741,65.7,1.0,0,0,1,0,0,0,1
 Ka+,2019,10999,3572,43.5,1.2,0,1,0,0,0,0,1
 Fiesta,2017,10500,27833,62.8,1.0,0,1,0,0,0,0,1
 Focus,2015,8250,62706,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,15500,15466,60.1,2.0,0,1,0,1,0,0,0
 Ka+,2018,7995,21403,57.7,1.2,0,1,0,0,0,0,1
 Kuga,2019,18499,4409,38.2,2.0,0,1,0,1,0,0,0
 Focus,2019,18795,1342,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2019,14999,8260,53.3,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11395,10602,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2018,11695,10375,58.9,1.0,0,1,0,0,0,0,1
 Focus,2018,15250,6367,58.9,1.0,0,1,0,0,0,0,1
 Focus,2019,16495,6344,49.6,1.0,0,1,0,0,0,0,1
 Ka+,2018,7600,12426,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2017,10495,13650,57.7,1.0,1,0,0,0,0,0,1
 Fiesta,2018,10995,11840,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14795,2159,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,17250,7694,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2019,12999,15061,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2018,9995,26473,55.4,1.1,0,1,0,0,0,0,1
 KA,2015,5295,36742,57.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,14495,8845,55.4,1.0,0,1,0,0,0,0,1
 Fiesta,2017,7995,36189,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2014,6999,30029,65.7,1.0,0,1,0,0,0,0,1
 KA,2006,1095,94400,43.5,1.3,0,1,0,0,0,0,1
 Focus,2009,3575,50975,51.4,2.0,0,1,0,1,0,0,0
 Kuga,2019,23295,1984,37.7,2.0,0,1,0,1,0,0,0
 Fiesta,2018,9995,15522,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,11995,13558,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15995,10956,58.9,1.0,0,1,0,0,0,0,1
 Focus,2015,12991,49605,67.3,2.0,0,1,0,1,0,0,0
 Focus,2016,9491,45526,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8100,15411,54.3,1.2,0,1,0,0,0,0,1
 Focus,2019,18999,6696,70.6,2.0,0,1,0,1,0,0,0
 Focus,2019,18999,5572,74.3,1.5,1,0,0,1,0,0,0
 C-MAX,2016,9495,40917,64.2,1.5,0,0,1,1,0,0,0
 Mustang,2019,35950,26,30.7,2.3,1,0,0,0,0,0,1
 Mustang,2019,37300,11,30.7,2.3,1,0,0,0,0,0,1
 Fiesta,2018,12470,6653,88.3,1.5,0,1,0,1,0,0,0
 Kuga,2019,19495,5911,54.3,1.5,0,1,0,1,0,0,0
 Ka+,2017,7650,18043,57.7,1.2,0,1,0,0,0,0,1
 Kuga,2017,17495,9969,54.3,1.5,0,1,0,1,0,0,0
 Focus,2017,15750,43499,67.3,2.0,0,1,0,1,0,0,0
 Fiesta,2019,10995,16552,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15600,4902,48.7,1.0,1,0,0,0,0,0,1
 Fiesta,2018,13999,6906,48.7,1.0,1,0,0,0,0,0,1
 EcoSport,2018,12895,9281,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2019,18500,9464,38.2,2.0,0,1,0,1,0,0,0
 B-MAX,2017,10095,18419,55.4,1.0,0,1,0,0,0,0,1
 Galaxy,2018,20750,17003,56.5,2.0,0,1,0,1,0,0,0
 Focus,2018,16995,7660,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10250,18559,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2018,20795,13425,39.2,2.0,0,1,0,1,0,0,0
 Fiesta,2017,9795,8606,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9750,8500,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2017,9195,14973,65.7,1.0,0,1,0,0,0,0,1
 Galaxy,2008,4550,75988,44.8,1.8,0,1,0,1,0,0,0
 Focus,2009,3450,77466,42.2,1.6,0,1,0,0,0,0,1
 Focus,2013,6899,22488,44.1,1.6,1,0,0,0,0,0,1
 Fiesta,2014,7750,19384,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2012,4899,26375,51.4,1.2,0,1,0,0,0,0,1
 Focus,2017,10350,32299,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,18295,10677,41.5,1.0,1,0,0,0,0,0,1
 Kuga,2018,15995,34594,45.6,1.5,0,1,0,0,0,0,1
 Focus,2016,8995,37867,61.4,1.0,0,1,0,0,0,0,1
 Ka+,2019,9850,3462,48.7,1.2,0,1,0,0,0,0,1
 Fiesta,2018,12795,6386,48.7,1.0,1,0,0,0,0,0,1
 Fiesta,2017,9500,15979,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,10000,26488,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2009,2500,102950,49.6,1.2,0,1,0,0,0,0,1
 Kuga,2016,11795,73730,54.3,2.0,0,1,0,1,0,0,0
 KA,2012,3491,85843,57.7,1.2,0,1,0,0,0,0,1
 KA,2010,2991,91811,55.4,1.2,0,1,0,0,0,0,1
 Fiesta,2007,2491,62596,47.1,1.2,0,1,0,0,0,0,1
 Fiesta,2009,2991,79089,49.6,1.2,0,1,0,0,0,0,1
 Fiesta,2011,4491,38831,50.4,1.2,0,1,0,0,0,0,1
 Fiesta,2009,3491,71926,49.6,1.2,0,1,0,0,0,0,1
 KA,2012,3491,86667,57.7,1.2,0,1,0,0,0,0,1
 EcoSport,2018,13795,17722,68.9,1.5,0,1,0,1,0,0,0
 Focus,2019,16498,7866,49.6,1.0,0,1,0,0,0,0,1
 Focus,2018,12350,9247,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10995,14532,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,5795,105260,60.1,1.0,0,1,0,0,0,0,1
 Focus,2019,18250,9996,74.3,1.5,1,0,0,1,0,0,0
 Kuga,2018,14995,14354,64.2,1.5,0,1,0,1,0,0,0
 Kuga,2017,15495,62302,60.1,2.0,0,1,0,1,0,0,0
 Kuga,2018,15850,10334,64.2,1.5,0,1,0,1,0,0,0
 Focus,2018,16995,9366,60.1,1.0,0,1,0,0,0,0,1
 C-MAX,2017,11895,17454,64.2,1.5,0,0,1,1,0,0,0
 Edge,2018,23795,23703,47.9,2.0,1,0,0,1,0,0,0
 EcoSport,2018,13950,13200,54.3,1.0,0,1,0,0,0,0,1
 Fiesta,2017,13745,11964,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2018,9790,20207,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,17490,5079,40.3,1.5,0,1,0,0,0,0,1
 Focus,2016,22390,28794,36.7,2.3,0,1,0,0,0,0,1
 Galaxy,2017,19995,22995,56.5,2.0,0,1,0,1,0,0,0
 Fiesta,2017,10195,34381,65.7,1.0,0,1,0,0,0,0,1
 B-MAX,2014,6000,33190,68.9,1.5,0,1,0,1,0,0,0
 Kuga,2013,9795,57080,36.7,1.6,1,0,0,0,0,0,1
 Kuga,2017,14000,49550,54.3,2.0,1,0,0,1,0,0,0
 Fiesta,2015,6195,75720,62.8,1.0,0,1,0,0,0,0,1
 Focus,2016,8000,61630,67.3,1.5,1,0,0,1,0,0,0
 Fiesta,2015,5795,25449,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2009,3295,95000,49.6,1.4,0,1,0,0,0,0,1
 Focus,2010,2995,114000,42.2,1.6,0,1,0,0,0,0,1
 Fiesta,2008,1695,116000,47.1,1.2,0,1,0,0,0,0,1
 C-MAX,2008,2495,91000,39.8,1.8,0,1,0,0,0,0,1
 Fiesta,2013,5995,43000,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,7799,19110,54.3,1.2,0,1,0,0,0,0,1
 Focus,2015,7299,66804,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,7690,19131,54.3,1.2,0,1,0,0,0,0,1
 EcoSport,2018,13950,3800,53.3,1.0,0,1,0,0,0,0,1
 Kuga,2015,9950,30268,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2016,9450,28600,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2013,4000,111530,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2018,10095,22790,58.9,1.0,0,1,0,0,0,0,1
 Fiesta,2019,15995,13194,40.3,1.5,0,1,0,0,0,0,1
 Fiesta,2017,8995,18792,54.3,1.2,0,1,0,0,0,0,1
 Focus,2019,17895,1696,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2017,10395,9029,65.7,1.0,0,1,0,0,0,0,1
 Focus,2019,17495,2808,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2019,15495,14447,45.6,1.0,1,0,0,0,0,0,1
 Kuga,2018,15795,16778,64.2,1.5,0,1,0,1,0,0,0
 Focus,2017,9595,49773,51.4,1.0,1,0,0,0,0,0,1
 EcoSport,2016,10495,11075,44.8,1.5,1,0,0,0,0,0,1
 Fiesta,2013,6295,40820,54.3,1.2,0,1,0,0,0,0,1
 Galaxy,2016,14500,87180,56.5,2.0,0,1,0,1,0,0,0
 Kuga,2015,8000,120480,60.1,2.0,0,1,0,1,0,0,0
 Fiesta,2015,8500,24770,62.8,1.0,0,1,0,0,0,0,1
 Focus,2016,7195,71350,74.3,1.5,0,1,0,1,0,0,0
 Focus,2015,7695,59260,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2009,3995,70000,67.3,1.6,0,1,0,1,0,0,0
 Focus,2011,4995,69000,47.1,1.6,0,1,0,0,0,0,1
 Kuga,2018,15990,16009,39.2,1.5,0,1,0,0,0,0,1
 Kuga,2013,8995,75000,47.9,2.0,0,1,0,1,0,0,0
 Edge,2016,17995,52000,47.9,2.0,0,1,0,1,0,0,0
 Focus,2017,10697,22946,74.3,1.5,0,1,0,1,0,0,0
 Focus,2014,5895,59306,56.5,1.0,0,1,0,0,0,0,1
 Focus,2009,2991,89969,42.2,1.6,0,1,0,0,0,0,1
 Focus,2008,1999,101000,42.2,1.6,0,1,0,0,0,0,1
 Fiesta,2013,5500,62187,54.3,1.2,0,1,0,0,0,0,1
 Focus,2011,3499,84239,40.4,1.8,0,1,0,0,0,0,1
 Fiesta,2015,10699,29600,47.9,1.6,0,1,0,0,0,0,1
 Fiesta,2008,3499,69676,49.6,1.4,0,1,0,0,0,0,1
 Focus,2015,6999,55336,67.3,1.5,0,1,0,1,0,0,0
 Focus,2010,2799,100900,42.2,1.6,0,1,0,0,0,0,1
 Focus,2018,11995,25000,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2019,14295,6988,65.7,1.0,0,1,0,0,0,0,1
 Focus,2013,5999,62021,67.3,1.6,0,1,0,1,0,0,0
 Focus,2010,2495,93900,62.8,1.6,0,1,0,1,0,0,0
 Focus,2010,3000,81124,47.9,2.0,0,1,0,1,0,0,0
 Focus,2008,2495,89000,62.8,1.6,0,1,0,1,0,0,0
 Focus,2018,12395,18280,57.7,1.0,0,1,0,0,0,0,1
 EcoSport,2018,13895,28536,48.7,1.0,1,0,0,0,0,0,1
 Fiesta,2019,17250,13200,40.3,1.5,0,1,0,0,0,0,1
 KA,2009,2995,61000,55.4,1.2,0,1,0,0,0,0,1
 C-MAX,2016,11995,33000,56.5,2.0,1,0,0,1,0,0,0
 C-MAX,2016,9799,22500,55.4,1.0,0,1,0,0,0,0,1
 Puma,2019,23999,3000,50.4,0.0,0,1,0,0,0,1,0
 C-MAX,2011,4795,62734,42.8,1.6,0,1,0,0,0,0,1
 Galaxy,2007,2495,133694,43.5,2.0,0,1,0,1,0,0,0
 Focus,2009,2395,102000,58.9,1.6,0,1,0,1,0,0,0
 C-MAX,2013,5975,50000,61.4,1.6,0,1,0,1,0,0,0
 Galaxy,2009,5275,75000,45.6,2.0,0,1,0,1,0,0,0
 Focus,2014,6275,55000,56.5,1.0,0,1,0,0,0,0,1
 Kuga,2009,5975,80000,46.3,2.0,0,1,0,1,0,0,0
 C-MAX,2015,7990,34945,55.4,1.0,0,1,0,0,0,0,1
 Kuga,2013,9990,51381,47.9,2.0,0,1,0,1,0,0,0
 Focus,2011,4995,69000,67.3,1.6,0,1,0,1,0,0,0
 Focus,2012,5495,76000,67.3,1.6,0,1,0,1,0,0,0
 Focus,2013,3990,114000,67.3,1.6,0,1,0,1,0,0,0
 Focus,2015,7475,50000,61.4,1.0,0,1,0,0,0,0,1
 KA,2008,1895,50990,45.6,1.3,0,1,0,0,0,0,1
 Kuga,2013,7875,100000,47.9,2.0,0,1,0,1,0,0,0
 C-MAX,2011,4490,78014,61.4,1.6,0,1,0,1,0,0,0
 Kuga,2011,7475,70000,47.1,2.0,0,1,0,1,0,0,0
 Focus,2014,5995,92000,53.3,2.0,0,0,1,1,0,0,0
 Focus,2013,5490,65815,67.3,1.6,0,1,0,1,0,0,0
 Focus,2015,6990,72160,60.1,1.0,0,1,0,0,0,0,1
 Focus,2015,7499,59020,67.3,1.6,0,1,0,1,0,0,0
 Focus,2013,3995,89411,83.1,1.6,0,1,0,1,0,0,0
 C-MAX,2010,3195,73929,57.7,1.6,0,1,0,1,0,0,0
 Fiesta,2015,8275,35000,62.8,1.0,0,1,0,0,0,0,1
 Galaxy,2009,5475,58000,44.8,1.8,0,1,0,1,0,0,0
 Fiesta,2016,8475,27000,62.8,1.0,0,1,0,0,0,0,1
 Focus,2016,9299,23306,74.3,1.5,0,1,0,1,0,0,0
 Focus,2013,5899,50914,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2015,8999,22191,65.7,1.0,0,1,0,0,0,0,1
 Focus,2017,11699,13211,57.7,1.0,0,1,0,0,0,0,1
 Focus,2016,8499,25369,60.1,1.0,0,1,0,0,0,0,1
 Fiesta,2014,7749,37890,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2015,8899,24068,57.7,1.0,1,0,0,0,0,0,1
 Fiesta,2017,9999,30060,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2018,15599,17943,60.1,2.0,0,1,0,1,0,0,0
 Focus,2016,10499,14808,74.3,1.5,0,1,0,1,0,0,0
 C-MAX,2009,1995,79606,39.8,1.8,0,1,0,0,0,0,1
 Focus,2016,9295,54385,60.1,1.0,0,1,0,0,0,0,1
 EcoSport,2016,7759,54000,52.3,1.0,0,1,0,0,0,0,1
 Focus,2011,5495,76317,53.3,2.0,1,0,0,1,0,0,0
 KA,2012,3295,45500,57.7,1.2,0,1,0,0,0,0,1
 Focus,2008,3695,65782,37.7,1.6,1,0,0,0,0,0,1
 Fiesta,2016,8975,25000,62.8,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8990,23377,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2014,8999,75207,47.9,2.0,0,1,0,1,0,0,0
 Fiesta,2010,3695,57440,50.4,1.2,0,1,0,0,0,0,1
 Focus,2014,5995,82399,67.3,1.6,0,1,0,1,0,0,0
 Focus,2012,6195,31543,67.3,1.6,0,1,0,1,0,0,0
 Focus,2013,4495,99400,56.5,1.0,0,1,0,0,0,0,1
 Fiesta,2015,9495,13000,62.8,1.0,0,1,0,0,0,0,1
 Focus,2013,4995,106000,56.5,2.0,0,1,0,1,0,0,0
 Fiesta,2009,3495,89000,76.3,1.6,0,1,0,1,0,0,0
 KA,2014,5495,4800,57.7,1.2,0,1,0,0,0,0,1
 Focus,2015,6475,80000,74.3,1.5,0,1,0,1,0,0,0
 Focus,2019,17199,4928,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,14699,18535,60.1,2.0,0,1,0,1,0,0,0
 Focus,2015,11599,36601,67.3,2.0,0,1,0,1,0,0,0
 Focus,2019,17999,3016,64.2,2.0,1,0,0,1,0,0,0
 Focus,2019,16999,3774,80.7,1.5,0,1,0,1,0,0,0
 Focus,2019,17999,4147,64.2,2.0,1,0,0,1,0,0,0
 Focus,2015,7699,69205,74.3,1.5,0,1,0,1,0,0,0
 Focus,2018,13999,11233,48.7,1.0,1,0,0,0,0,0,1
 Focus,2013,5347,84219,67.3,1.6,0,1,0,1,0,0,0
 Fiesta,2017,7667,11050,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2011,4495,66000,68.9,1.4,0,1,0,1,0,0,0
 Kuga,2014,8975,60000,47.9,2.0,0,1,0,1,0,0,0
 C-MAX,2015,7975,29000,61.4,1.6,0,1,0,1,0,0,0
 Focus,2018,11495,14174,61.4,1.0,0,1,0,0,0,0,1
 EcoSport,2016,9799,16909,52.3,1.0,0,1,0,0,0,0,1
 Focus,2017,12369,17028,57.7,1.0,0,1,0,0,0,0,1
 Fiesta,2016,8999,5366,65.7,1.0,0,1,0,0,0,0,1
 Kuga,2017,12799,31374,60.1,2.0,0,1,0,1,0,0,0
 Focus,2018,19759,10586,41.5,2.0,0,1,0,0,0,0,1
 Fiesta,2016,8399,8886,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2015,7999,21939,65.7,1.0,0,1,0,0,0,0,1
 C-MAX,2016,10499,13507,68.9,1.5,0,1,0,1,0,0,0
 Fiesta,2018,14599,18528,62.8,1.0,0,1,0,0,0,0,1
 Kuga,2014,11899,42440,36.7,1.6,1,0,0,0,0,0,1
 Focus,2017,16699,14728,41.5,2.0,0,1,0,0,0,0,1
 C-MAX,2017,10689,9797,64.2,1.5,1,0,0,1,0,0,0
 Fiesta,2016,7999,13455,78.5,1.5,0,1,0,1,0,0,0
 Fiesta,2015,7249,35752,65.7,1.0,0,1,0,0,0,0,1
 Focus,2015,8299,60912,74.3,1.5,0,1,0,1,0,0,0
 B-MAX,2012,6000,63750,55.4,1.0,0,1,0,0,0,0,1
 Focus,2013,5000,102500,67.3,1.6,0,1,0,1,0,0,0
 EcoSport,2017,9995,18143,53.3,1.0,0,1,0,0,0,0,1
 Galaxy,2016,17995,12181,52.3,2.0,1,0,0,1,0,0,0
 Focus,2015,6995,62903,74.3,1.5,0,1,0,1,0,0,0
 Kuga,2017,13495,22100,64.2,1.5,0,1,0,1,0,0,0
 Edge,2017,17295,38778,48.7,2.0,0,1,0,1,0,0,0
 Fiesta,2014,8395,7986,65.7,1.0,0,1,0,0,0,0,1
 KA,2010,3195,80000,55.4,1.2,0,1,0,0,0,0,1
 Fiesta,2013,7999,8527,54.3,1.2,0,1,0,0,0,0,1
 Fiesta,2018,10999,30232,48.7,1.0,1,0,0,0,0,0,1
 Focus,2017,11999,28036,74.3,1.5,0,1,0,1,0,0,0
 Fiesta,2016,8999,27820,57.7,1.0,1,0,0,0,0,0,1
 Fiesta,2015,6999,47612,76.4,1.5,0,1,0,1,0,0,0
 Kuga,2013,7999,69157,53.3,2.0,0,1,0,1,0,0,0
 Fiesta,2009,5295,33000,43.4,1.4,1,0,0,0,0,0,1
 Kuga,2014,9500,70000,45.6,2.0,1,0,0,1,0,0,0
 Kuga,2016,15598,17642,54.3,2.0,0,1,0,1,0,0,0
 Fiesta,2014,8999,24867,47.9,1.6,1,0,0,0,0,0,1
 Fiesta,2015,7499,33358,54.3,1.2,0,1,0,0,0,0,1
 Focus,2016,8999,28883,67.3,1.5,0,1,0,1,0,0,0
 Focus,2009,2995,109000,53.3,1.8,0,1,0,1,0,0,0
 Focus,2008,2295,81000,54.3,1.8,0,1,0,1,0,0,0
 Focus,2009,2495,118000,62.8,1.6,0,1,0,1,0,0,0
 Fiesta,2016,6495,65000,65.7,1.0,0,1,0,0,0,0,1
 Fiesta,2009,3495,87000,47.9,1.6,0,1,0,0,0,0,1
